Tahun,Skenario_Ekonomi,Kecamatan,Kelurahan,Jumlah_Penduduk,Kepadatan_Penduduk,Persentase_Usia_Produktif,Rata_Rata_Pendapatan,Jumlah_UMKM_Kuliner,Jumlah_UMKM_Jasa,Jumlah_UMKM_Retail,Jumlah_Coffee_Shop,Jumlah_Laundry,Jumlah_Sekolah_Kampus,Jumlah_Fasilitas_Kesehatan,Jumlah_Bank_ATM,Skor_Aksesibilitas,Indeks_Harga_Properti,Volume_Lalu_Lintas_Harian,Latitude,Longitude
2025,Normal,Laweyan,Jajar,24217,16205,63.89,5818764,143,21,170,42,21,16,8,3,5,57,39724,-7.569871546194268,110.82569678351014
2025,Normal,Laweyan,Kerten,22331,6843,61.01,6473541,194,85,130,29,27,15,14,9,7,94,35172,-7.570970439809081,110.8250326347499
2025,Normal,Laweyan,Penumping,29456,7982,67.89,5501751,193,61,48,12,25,4,11,19,4,74,5933,-7.5703140136726965,110.82476100357441
2025,Normal,Laweyan,Sriwedari,10323,7969,68.17,6870193,35,27,226,35,34,12,3,1,6,78,36349,-7.5676892831005755,110.82849133456445
2025,Normal,Laweyan,Purwosari,5918,4931,62.44,4453549,166,47,99,46,61,19,9,3,2,67,29164,-7.566428646701314,110.80410661895421
2025,Normal,Laweyan,Bumi,29291,4277,73.43,4189157,63,43,106,41,13,9,7,3,3,91,44485,-7.564343484187042,110.82427475211983
2025,Normal,Laweyan,Panularan,18148,14068,77.32,6581877,102,62,61,1,63,19,10,1,2,73,33528,-7.5673245576221575,110.82528643084626
2025,Normal,Pasar Kliwon,Pasar Kliwon,11422,18758,78.69,5113920,126,97,158,10,8,6,10,14,2,61,36422,-7.564244639075183,110.82897632385472
2025,Normal,Pasar Kliwon,Gajahan,17663,21755,63.9,4823403,66,62,135,6,6,9,8,3,3,75,21426,-7.570126366768746,110.82313018185219
2025,Normal,Pasar Kliwon,Mojo,17221,17482,79.28,5864486,31,76,56,48,58,1,1,15,2,79,14907,-7.558897936341425,110.86319856332236
2025,Normal,Pasar Kliwon,Joyosuran,30398,8873,73.85,3759034,59,86,134,41,51,4,6,15,6,69,30978,-7.584405792268508,110.83263682225817
2025,Normal,Pasar Kliwon,Semanggi,28138,19519,69.57,5865933,85,21,197,8,14,24,2,15,4,88,22057,-7.585928013276105,110.83904686727287
2025,Normal,Pasar Kliwon,Sangkrah,19495,20035,63.49,4951626,174,11,188,13,33,14,12,4,4,88,17663,-7.576414716773379,110.83880947236365
2025,Normal,Pasar Kliwon,Kedung Lumbu,26375,15085,76.8,7204002,161,43,157,11,26,23,6,3,4,71,15541,-7.56515188395621,110.82650541576794
2025,Normal,Pasar Kliwon,Baluwarti,16513,17667,72.11,6173355,115,42,202,35,24,17,6,2,7,81,9044,-7.563789864319194,110.82517984140725
2025,Normal,Pasar Kliwon,Kauman,26626,19034,78.49,6376297,168,87,235,5,16,15,1,12,7,63,19748,-7.562995828640114,110.81945372828692
2025,Normal,Pasar Kliwon,Kampung Baru,19782,9919,76.27,4955804,164,50,83,46,48,1,5,12,4,72,23394,-7.571217798952869,110.82434979818063
2025,Normal,Serengan,Serengan,7543,16330,60.0,3883690,50,26,249,18,58,22,8,12,4,84,49328,-7.565568597479961,110.82412220531387
2025,Normal,Serengan,Tipes,22002,13726,70.98,4066322,41,75,202,4,5,19,12,10,7,96,13853,-7.584183026660873,110.81033746495389
2025,Normal,Serengan,Jayengan,23661,20284,61.75,5552612,35,29,75,2,69,20,1,16,2,78,8493,-7.569559704438232,110.82814042956174
2025,Normal,Serengan,Kratonan,9467,6994,67.29,7152267,182,78,248,43,24,8,7,3,3,68,41037,-7.5633190625590805,110.82317404702223
2025,Normal,Serengan,Kemlayan,12615,12844,73.47,3783416,105,61,140,44,47,18,8,19,8,91,18241,-7.568714755882551,110.82297258259476
2025,Normal,Serengan,Danukusuman,26215,16182,71.71,3800395,175,18,49,18,43,18,12,14,7,63,11905,-7.565917256747562,110.82855538358596
2025,Normal,Serengan,Joyotakan,19087,19882,60.83,6907723,190,28,221,5,50,19,6,16,1,84,14543,-7.5620071173627155,110.82034224727083
2025,High Growth,Banjarsari,Kadipiro,19235,4375,61.49,4396123,122,70,97,24,16,5,14,11,3,86,34367,-7.5381755710723315,110.82105768921156
2025,High Growth,Banjarsari,Nusukan,28609,12792,76.66,4951241,73,66,145,3,53,6,14,10,6,90,41150,-7.547476281416536,110.82484210737933
2025,High Growth,Banjarsari,Gilingan,15268,11707,71.59,6634835,76,35,182,28,40,13,14,2,1,52,14007,-7.5582482594208305,110.82619022506819
2025,High Growth,Banjarsari,Setabelan,25287,6547,68.01,4930595,98,98,208,37,51,20,6,19,6,72,37358,-7.5667380844684615,110.82895182695064
2025,High Growth,Banjarsari,Kestalan,16449,21576,63.61,5999938,154,59,248,32,5,11,5,1,4,66,18027,-7.56248031896138,110.82834936011743
2025,High Growth,Banjarsari,Keprabon,14952,14310,71.9,4163336,54,17,181,18,40,17,4,10,9,67,1507,-7.566573496910259,110.82804645463162
2025,High Growth,Banjarsari,Timuran,7028,12750,77.4,7269821,50,13,194,16,43,15,14,15,7,90,37483,-7.570605012368192,110.82553714904175
2025,High Growth,Banjarsari,Ketelan,21705,5301,69.54,4331515,127,21,65,17,57,6,13,0,7,75,7533,-7.562885566461129,110.82785499471964
2025,High Growth,Banjarsari,Punggawan,28458,13927,76.03,7551270,38,27,124,36,34,24,10,0,5,61,8797,-7.566099346651103,110.82836298349454
2025,High Growth,Banjarsari,Mangkubumen,24291,4904,77.48,6550595,95,38,190,42,66,20,2,19,7,93,25849,-7.562168733180569,110.8232331016194
2025,High Growth,Banjarsari,Banyuanyar,25869,20081,67.66,7607280,184,67,190,43,63,10,4,17,4,98,30793,-7.569918427215594,110.82288494642293
2025,High Growth,Banjarsari,Sumber,12828,21857,76.52,7228016,153,51,54,20,59,15,14,6,3,98,42913,-7.562961420777143,110.8290552682433
2025,High Growth,Banjarsari,Banjarsari,10400,10559,76.5,5105306,61,62,216,9,43,14,7,14,3,68,36163,-7.569332563429892,110.8202744304874
2025,High Growth,Banjarsari,Joglo,32327,15781,67.7,5476984,57,86,122,18,12,7,7,19,4,70,30122,-7.569594056900789,110.82071575858033
2025,High Growth,Banjarsari,Manahan,23958,15279,71.32,6430926,28,69,107,12,19,6,6,1,9,71,45439,-7.562570832260782,110.82885913965674
2025,High Growth,Banjarsari,Kepatihan Kulon,30182,6313,78.92,4123885,129,81,213,48,54,11,9,16,9,85,3936,-7.561957682236261,110.82646543488272
2025,High Growth,Banjarsari,Kepatihan Wetan,9677,18318,74.58,4982885,44,27,219,12,47,13,12,17,9,77,19610,-7.568471333371026,110.82463278856173
2025,High Growth,Jebres,Jebres,6638,17983,69.79,6788773,87,55,96,25,12,5,8,15,7,79,28052,-7.562633764873204,110.85583646276639
2025,High Growth,Jebres,Mojosongo,9107,19896,61.02,6442734,101,91,95,9,49,17,12,14,2,96,35552,-7.542031729402108,110.84419768804544
2025,High Growth,Jebres,Pucangsawit,27184,13190,64.81,4756483,33,54,201,23,69,18,11,18,2,61,21918,-7.569483615388791,110.82572703755847
2025,High Growth,Jebres,Jagalan,29880,21696,76.65,4369846,142,61,155,48,41,2,2,2,8,65,46349,-7.568038494932299,110.82696078247588
2025,High Growth,Jebres,Sewu,22928,13211,79.93,4199209,35,37,192,44,50,7,12,7,5,74,11304,-7.56599373441881,110.81956998119513
2025,High Growth,Jebres,Gandekan,10655,20234,68.37,4269966,177,86,175,22,25,24,7,12,2,73,33626,-7.5715753249906905,110.82611312744605
2025,High Growth,Jebres,Sudiroprajan,10406,5073,60.87,5415071,110,15,120,8,61,20,10,7,1,72,48204,-7.563107807097375,110.82508815868027
2025,High Growth,Jebres,Tegalharjo,18586,5627,71.99,4545048,188,75,54,49,45,5,11,5,6,94,43058,-7.5710854011820405,110.82029505726965
2025,High Growth,Jebres,Purwodiningratan,25182,17058,63.49,4683929,118,33,48,17,68,16,4,12,3,50,23499,-7.568316023152578,110.82153680111414
2025,High Growth,Jebres,Kepatihan,10098,8603,62.43,4307769,108,25,176,22,29,15,6,18,9,50,38344,-7.566971462313508,110.82435973282332
2025,High Growth,Laweyan,Laweyan,25394,19207,64.94,5709232,53,98,154,44,10,20,10,5,9,97,18898,-7.567812234663681,110.82070856575159
2025,High Growth,Laweyan,Pajang,26188,5001,75.45,5770230,37,69,117,8,19,3,8,8,9,75,28856,-7.577165476066944,110.78755292981016
2025,High Growth,Laweyan,Sondekan,23647,10008,77.72,7337801,24,29,108,17,6,12,4,9,9,57,1066,-7.571416184770716,110.82741739392054
2025,High Growth,Laweyan,Karangasem,22773,11533,61.14,5732106,136,20,128,36,46,12,4,12,5,59,25648,-7.569570105583071,110.82133295313167
2025,High Growth,Laweyan,Jajar,21450,20955,64.19,6148088,59,73,114,22,33,13,10,18,5,80,23616,-7.569771725355324,110.82390121984568
2025,High Growth,Laweyan,Kerten,6331,6795,61.09,7551696,149,34,42,38,62,2,2,10,6,69,26791,-7.568457653171272,110.82683162870882
2025,High Growth,Laweyan,Penumping,32650,18037,68.11,7477371,145,71,173,23,19,24,12,2,7,63,6586,-7.569260639933069,110.82011520872678
2025,High Growth,Laweyan,Sriwedari,8645,19901,66.78,7104506,163,60,101,17,46,16,13,12,7,76,16881,-7.568452415167231,110.82016120877373
2025,High Growth,Laweyan,Purwosari,17237,21297,78.9,5045916,48,34,212,16,50,23,11,18,2,77,14386,-7.557286487721809,110.79909675294168
2025,High Growth,Laweyan,Bumi,29147,11769,61.69,6548275,73,65,132,29,63,7,3,19,6,56,16240,-7.56968868630406,110.8255052120684
2025,High Growth,Laweyan,Panularan,9793,20574,61.64,4683749,54,12,133,6,31,0,11,15,6,56,21651,-7.56705176280996,110.8205606803733
2025,High Growth,Pasar Kliwon,Pasar Kliwon,8908,17434,76.73,5275154,136,42,207,35,41,8,11,16,3,97,18796,-7.562870918664903,110.81998828527915
2025,High Growth,Pasar Kliwon,Gajahan,16134,10146,74.19,5984857,118,23,220,47,65,16,12,19,7,67,10265,-7.5661473092198355,110.82438361332918
2025,High Growth,Pasar Kliwon,Mojo,22780,9454,61.42,6815107,46,24,79,35,12,14,3,14,9,83,34751,-7.557886743809711,110.86360116680524
2025,High Growth,Pasar Kliwon,Joyosuran,29474,13916,62.79,6371897,135,22,30,33,66,14,12,13,9,78,24649,-7.589814337104224,110.8284258811747
2025,High Growth,Pasar Kliwon,Semanggi,15612,5990,77.6,4925100,178,73,182,37,18,7,11,1,1,86,16960,-7.584913734537017,110.8442822237297
2025,High Growth,Pasar Kliwon,Sangkrah,17861,8435,68.44,4321939,41,44,45,49,47,16,10,1,4,70,7054,-7.579672472107232,110.83912946002305
2025,High Growth,Pasar Kliwon,Kedung Lumbu,7103,19749,66.23,5084278,88,78,177,15,55,8,5,7,9,54,2449,-7.5622613267354755,110.81985513186028
2025,High Growth,Pasar Kliwon,Baluwarti,29852,6659,70.26,4886822,41,43,212,28,42,13,1,17,7,50,40008,-7.563936226578489,110.82872847744426
2025,High Growth,Pasar Kliwon,Kauman,23910,11299,70.25,3822234,101,36,200,31,37,9,9,3,6,65,5897,-7.566677269580594,110.8264068592764
2025,High Growth,Pasar Kliwon,Kampung Baru,29595,15113,65.49,5045163,132,22,213,17,58,12,1,4,7,91,47032,-7.566446634189623,110.8227416115499
2025,High Growth,Serengan,Serengan,20081,4918,73.43,7210887,49,67,225,2,22,9,7,7,6,71,17576,-7.564987497529809,110.82636780434161
2025,High Growth,Serengan,Tipes,29015,12243,77.26,4783431,48,30,247,13,13,14,12,9,3,55,20583,-7.576130327660908,110.81642718448994
2025,High Growth,Serengan,Jayengan,12124,16197,79.84,5178834,132,33,157,46,67,24,7,2,6,60,45243,-7.569678625426468,110.82375208773331
2025,High Growth,Serengan,Kratonan,25724,10568,70.74,7430907,50,39,141,17,21,5,14,14,8,71,29610,-7.5626211323880685,110.82572033202662
2025,High Growth,Serengan,Kemlayan,22852,18904,61.41,5720566,54,10,81,20,41,0,3,0,5,65,9683,-7.568312964538077,110.8206778633938
2025,High Growth,Serengan,Danukusuman,5525,6895,62.31,5835950,119,83,221,42,21,24,11,6,5,56,3155,-7.564393001969442,110.82623761717903
2025,High Growth,Serengan,Joyotakan,29866,10957,79.05,6102201,97,25,100,31,23,1,10,17,1,86,11891,-7.567251337734428,110.82028784302264
2025,Low Growth,Banjarsari,Kadipiro,6778,15112,72.91,5276193,77,79,240,17,10,12,1,12,7,64,18451,-7.543067090353111,110.82155854063272
2025,Low Growth,Banjarsari,Nusukan,21153,11118,73.99,6702332,74,73,248,4,65,1,7,0,7,87,41566,-7.543774890322292,110.81656842927163
2025,Low Growth,Banjarsari,Gilingan,24872,7225,75.36,6088352,86,96,186,33,45,8,7,6,3,81,44601,-7.552091778292001,110.82254742922893
2025,Low Growth,Banjarsari,Setabelan,8016,21000,66.7,6333164,33,61,35,38,14,6,10,1,4,70,8099,-7.571525180070969,110.82427960700134
2025,Low Growth,Banjarsari,Kestalan,28414,14313,79.35,4375717,189,60,221,11,60,15,9,14,1,95,44194,-7.5631492078021285,110.82054173883202
2025,Low Growth,Banjarsari,Keprabon,25665,11366,68.26,5457270,108,96,217,21,67,0,11,9,9,86,21906,-7.5715927830528775,110.82370202684896
2025,Low Growth,Banjarsari,Timuran,24277,8136,61.61,3833508,187,26,245,36,61,1,9,8,4,66,30968,-7.562612867642672,110.82576901686286
2025,Low Growth,Banjarsari,Ketelan,25288,5364,70.93,3869562,176,33,103,44,21,17,10,15,4,86,34324,-7.561984084566632,110.82161144366991
2025,Low Growth,Banjarsari,Punggawan,18172,7085,75.2,3848030,151,91,177,46,13,12,11,14,5,68,15259,-7.569805798906388,110.82122338957913
2025,Low Growth,Banjarsari,Mangkubumen,19634,4153,65.24,3499631,196,91,210,2,46,18,1,11,1,61,38040,-7.566719548010798,110.82490705398045
2025,Low Growth,Banjarsari,Banyuanyar,24849,9994,75.93,3679373,173,81,81,35,11,13,14,3,8,50,40472,-7.56946985824238,110.82149214271539
2025,Low Growth,Banjarsari,Sumber,20645,4143,69.01,5618266,176,15,173,19,47,13,7,0,9,94,18107,-7.571473987749106,110.82522536588337
2025,Low Growth,Banjarsari,Banjarsari,26753,9555,70.63,6245205,173,84,31,13,34,16,12,11,1,62,21045,-7.567639971134421,110.82485761528552
2025,Low Growth,Banjarsari,Joglo,7845,11067,68.58,5314081,187,75,230,22,27,16,14,15,2,69,2299,-7.5636779200179785,110.82210431069102
2025,Low Growth,Banjarsari,Manahan,26875,8994,69.85,4468238,59,75,129,13,20,18,2,11,6,62,45387,-7.56526432646295,110.82741509133382
2025,Low Growth,Banjarsari,Kepatihan Kulon,21401,4523,76.84,6569031,136,60,100,31,52,18,6,19,5,92,23884,-7.5647451923964555,110.82132532989343
2025,Low Growth,Banjarsari,Kepatihan Wetan,21932,15332,63.64,6107300,150,78,52,36,13,14,3,5,1,75,38268,-7.5678510210147945,110.82133394968535
2025,Low Growth,Jebres,Jebres,6097,12007,78.57,5976016,144,44,148,13,18,9,12,5,7,95,4240,-7.558395349791064,110.85075415288672
2025,Low Growth,Jebres,Mojosongo,11525,5936,62.43,5575126,134,10,41,38,8,9,13,1,5,71,41056,-7.5395230823856085,110.84292694630719
2025,Low Growth,Jebres,Pucangsawit,8104,6244,62.48,6236999,31,90,103,33,10,7,13,18,9,61,40752,-7.563364760494626,110.82920680606206
2025,Low Growth,Jebres,Jagalan,7476,5674,62.73,4898418,29,94,241,47,12,3,13,9,6,99,24508,-7.567963932089347,110.82230837766727
2025,Low Growth,Jebres,Sewu,13876,13521,61.39,5808859,39,97,116,6,13,0,10,5,6,93,13373,-7.561771938482292,110.82791028641877
2025,Low Growth,Jebres,Gandekan,23699,19734,60.82,6215746,153,26,80,49,42,23,3,9,8,57,9084,-7.567314368268933,110.82752492744854
2025,Low Growth,Jebres,Sudiroprajan,26429,14278,69.67,3884997,37,65,249,31,52,9,11,9,9,91,48647,-7.565554722884939,110.8284465938228
2025,Low Growth,Jebres,Tegalharjo,18828,8938,75.84,6157019,76,61,155,22,35,6,8,0,5,51,13817,-7.561867732957775,110.82651569738842
2025,Low Growth,Jebres,Purwodiningratan,28114,8497,66.65,6357791,107,81,154,29,48,20,10,19,1,60,16577,-7.561916600266142,110.82105844627183
2025,Low Growth,Jebres,Kepatihan,24323,4942,65.69,3568434,108,77,71,18,23,22,11,15,1,61,22271,-7.564904588089812,110.8193877762623
2025,Low Growth,Laweyan,Laweyan,5478,17304,69.71,5835321,76,14,183,29,58,12,3,2,8,61,28594,-7.570312400547793,110.82655790598537
2025,Low Growth,Laweyan,Pajang,22244,14828,77.21,6829683,21,16,55,25,20,22,8,8,5,62,6636,-7.570263367975371,110.78299746427095
2025,Low Growth,Laweyan,Sondekan,16393,6892,65.43,5513596,129,59,172,41,11,7,12,2,4,70,28200,-7.5660338562409475,110.81941853862396
2025,Low Growth,Laweyan,Karangasem,27207,15196,60.81,5505304,104,49,234,22,20,3,8,15,5,91,33152,-7.569624500404059,110.82741120373431
2025,Low Growth,Laweyan,Jajar,19399,5007,60.75,5635088,28,21,98,27,60,2,5,1,2,62,32334,-7.570452701793854,110.8269241840145
2025,Low Growth,Laweyan,Kerten,23760,6637,61.98,6907285,185,77,210,32,60,8,8,4,3,59,47762,-7.565217881970612,110.82000011965194
2025,Low Growth,Laweyan,Penumping,11381,12412,67.74,4462264,70,19,169,3,22,15,8,3,9,72,20403,-7.571448576928513,110.82412990952263
2025,Low Growth,Laweyan,Sriwedari,8576,20956,77.01,3807454,190,44,92,33,8,8,13,17,4,54,20177,-7.564747468772457,110.81972221448636
2025,Low Growth,Laweyan,Purwosari,28373,20634,61.15,6245107,182,55,199,38,53,5,7,3,1,58,1835,-7.562241951676636,110.79931417367985
2025,Low Growth,Laweyan,Bumi,23362,15824,73.83,5652277,145,40,140,39,52,18,11,1,7,73,22168,-7.56450146919205,110.82113531493532
2025,Low Growth,Laweyan,Panularan,11477,9580,77.29,3622987,177,45,224,21,53,11,7,3,7,69,44158,-7.571580363685137,110.81949544548942
2025,Low Growth,Pasar Kliwon,Pasar Kliwon,27856,19504,69.39,4857090,96,28,187,44,22,13,14,3,4,69,16155,-7.565516055313081,110.82117782537935
2025,Low Growth,Pasar Kliwon,Gajahan,13051,19366,60.19,4452808,136,77,63,1,59,9,10,8,7,54,45921,-7.568913079317789,110.82684356253196
2025,Low Growth,Pasar Kliwon,Mojo,27585,12154,79.67,6373094,198,30,165,0,34,20,1,8,1,54,36897,-7.564789969281344,110.86041541543452
2025,Low Growth,Pasar Kliwon,Joyosuran,19791,6526,68.29,4805154,59,47,200,18,54,0,13,13,8,82,40132,-7.580217824530552,110.83181358288695
2025,Low Growth,Pasar Kliwon,Semanggi,8522,7875,69.54,5096894,29,15,86,0,62,20,12,15,8,95,10174,-7.586106317691126,110.83713450591303
2025,Low Growth,Pasar Kliwon,Sangkrah,8341,14725,65.57,6328119,175,14,149,20,22,14,6,18,1,50,48340,-7.578442140670475,110.8360417546351
2025,Low Growth,Pasar Kliwon,Kedung Lumbu,22520,11394,61.65,4643134,86,34,156,44,59,19,4,11,2,70,25502,-7.565562242911129,110.81945531435647
2025,Low Growth,Pasar Kliwon,Baluwarti,27156,9490,65.17,4863462,106,82,110,1,23,18,8,6,6,91,31761,-7.564458987375165,110.82424856554628
2025,Low Growth,Pasar Kliwon,Kauman,21437,6376,60.28,5285929,194,11,92,35,23,16,5,6,2,56,6670,-7.5629094871924645,110.82713130596872
2025,Low Growth,Pasar Kliwon,Kampung Baru,28749,16716,61.11,4727104,172,78,187,11,33,8,4,18,8,63,22560,-7.567992785597834,110.82684838905566
2025,Low Growth,Serengan,Serengan,21840,17521,67.42,3515425,107,84,128,22,5,14,12,8,8,84,37160,-7.562162469720387,110.82543084743376
2025,Low Growth,Serengan,Tipes,23866,18444,70.09,6641272,66,68,125,38,22,15,14,17,7,98,34756,-7.582029411365245,110.80767628304736
2025,Low Growth,Serengan,Jayengan,6423,20198,67.78,4479573,57,68,166,8,55,2,2,4,4,88,37307,-7.568303995770996,110.82720922430028
2025,Low Growth,Serengan,Kratonan,19507,10378,63.46,4902119,178,32,77,19,42,22,4,14,8,74,15336,-7.567125614751496,110.82878287745851
2025,Low Growth,Serengan,Kemlayan,26873,18953,66.41,3722402,197,51,131,11,22,1,10,14,1,53,11566,-7.562969779481954,110.823738217883
2025,Low Growth,Serengan,Danukusuman,5253,21886,77.0,6661878,138,43,227,49,49,18,14,1,6,99,12620,-7.567590135367767,110.82031238708889
2025,Low Growth,Serengan,Joyotakan,13018,15826,61.45,3876247,95,57,174,6,17,23,2,3,7,73,38939,-7.569608338054441,110.82774407406207
2026,Normal,Banjarsari,Kadipiro,22265,20708,74.45,6271318,156,86,240,20,28,5,4,2,3,53,24544,-7.536901912351095,110.81995242545852
2026,Normal,Banjarsari,Nusukan,6028,19138,65.34,5976726,127,98,69,12,50,13,13,5,1,85,34122,-7.5534897465257,110.82543413600213
2026,Normal,Banjarsari,Gilingan,24651,6817,60.2,5500950,199,75,81,27,47,21,11,2,3,61,15419,-7.554292012207398,110.82540095368775
2026,Normal,Banjarsari,Setabelan,17822,14932,71.38,6221479,32,83,126,39,49,2,3,4,7,59,37713,-7.561918925173134,110.82913275085636
2026,Normal,Banjarsari,Kestalan,28216,11746,61.02,4589377,94,80,95,5,45,19,9,1,2,65,40307,-7.561628146215141,110.82451763177407
2026,Normal,Banjarsari,Keprabon,24335,18730,63.27,3761711,170,79,195,1,41,16,4,0,6,99,24790,-7.568477312426433,110.82072148437398
2026,Normal,Banjarsari,Timuran,8302,13589,61.63,5035497,83,19,108,41,52,11,2,0,6,87,33930,-7.57112891047847,110.82587398784858
2026,Normal,Banjarsari,Ketelan,13543,18849,70.56,4504163,188,89,88,4,57,6,13,19,8,76,37701,-7.566561993146016,110.8266280318284
2026,Normal,Banjarsari,Punggawan,8888,4922,64.4,5644775,26,51,76,37,57,14,10,15,3,58,25127,-7.562183730247109,110.8246617220249
2026,Normal,Banjarsari,Mangkubumen,31719,8732,63.41,7283460,58,13,155,2,68,19,11,0,6,60,12232,-7.562610064299892,110.82574237673379
2026,Normal,Banjarsari,Banyuanyar,30848,21509,79.51,7381736,110,45,232,46,69,2,3,6,1,74,40978,-7.5676404791983725,110.82475140660107
2026,Normal,Banjarsari,Sumber,30779,5986,64.25,5872827,149,91,155,43,68,9,5,8,2,83,2211,-7.565826662095924,110.82435942058893
2026,Normal,Banjarsari,Banjarsari,5542,18345,65.5,6401244,183,94,78,46,53,2,10,4,5,94,45377,-7.568096720282301,110.82813003425095
2026,Normal,Banjarsari,Joglo,30507,6283,61.14,5032335,24,24,152,15,5,15,5,2,4,96,38726,-7.571021115302766,110.81931899583995
2026,Normal,Banjarsari,Manahan,5855,12399,69.19,7331968,168,75,211,26,42,5,14,10,8,57,13916,-7.568957041699408,110.82447972480315
2026,Normal,Banjarsari,Kepatihan Kulon,21377,12391,78.22,5149857,104,73,49,7,62,13,2,15,9,64,49733,-7.567020361668512,110.82303608859853
2026,Normal,Banjarsari,Kepatihan Wetan,11432,16067,63.76,4571170,137,46,115,6,27,8,8,15,6,77,40343,-7.568044822161416,110.82782655602631
2026,Normal,Jebres,Jebres,10359,14464,70.83,6918728,110,97,234,25,33,18,1,10,8,72,26820,-7.565555564004005,110.85048897442127
2026,Normal,Jebres,Mojosongo,12398,13257,67.05,7369703,46,67,75,1,29,8,5,0,7,59,12689,-7.539592701390401,110.83946079080485
2026,Normal,Jebres,Pucangsawit,23670,17436,76.26,6111697,144,67,99,1,62,17,7,1,6,86,28027,-7.571413154086521,110.82028414062555
2026,Normal,Jebres,Jagalan,27575,21619,72.81,3720157,148,12,75,10,68,11,13,12,1,73,6577,-7.571599789764114,110.8239120194879
2026,Normal,Jebres,Sewu,26502,10683,64.45,5986734,35,68,238,14,20,14,9,1,1,64,18706,-7.565771198610473,110.82562206522626
2026,Normal,Jebres,Gandekan,28980,21482,65.84,4612511,122,50,207,22,63,6,3,11,7,98,12801,-7.565652014583153,110.82520011305365
2026,Normal,Jebres,Sudiroprajan,25007,11169,78.14,3866488,179,13,49,49,40,12,1,2,6,85,35808,-7.562548915520868,110.82343378248251
2026,Normal,Jebres,Tegalharjo,27473,5849,70.27,4476006,88,60,51,23,57,3,4,3,4,67,38777,-7.569941440908704,110.82200177000777
2026,Normal,Jebres,Purwodiningratan,7539,17923,73.65,5378342,122,56,68,28,58,20,1,15,3,58,40390,-7.570409285397951,110.82103642495797
2026,Normal,Jebres,Kepatihan,11758,4237,69.34,6124124,116,67,132,46,55,19,2,18,9,68,47202,-7.568991502325733,110.82135374350251
2026,Normal,Laweyan,Laweyan,13139,20924,68.6,6900736,31,14,110,41,36,9,11,16,5,94,21104,-7.566331964291241,110.82891616916963
2026,Normal,Laweyan,Pajang,9611,13244,72.66,6829165,172,24,163,41,33,14,13,3,2,99,39328,-7.574215916642725,110.78928129390282
2026,Normal,Laweyan,Sondekan,9556,4719,78.71,7069618,150,71,135,37,49,9,2,19,9,87,16043,-7.5656040886689135,110.82069030100479
2026,Normal,Laweyan,Karangasem,14922,7936,79.31,7126368,56,17,73,33,9,21,5,12,9,91,10247,-7.565630348026772,110.8239171775339
2026,Normal,Laweyan,Jajar,30570,20925,64.26,6418848,48,12,247,29,13,1,14,2,4,74,45722,-7.571305240303863,110.82921446658932
2026,Normal,Laweyan,Kerten,23900,14550,61.09,3886555,149,70,70,43,68,11,2,17,5,91,48915,-7.562329442445335,110.82011251048782
2026,Normal,Laweyan,Penumping,24101,7895,63.48,5655921,181,39,100,5,59,2,13,2,9,73,18194,-7.561901944863937,110.82816704011401
2026,Normal,Laweyan,Sriwedari,12551,14955,68.22,5515951,30,99,175,20,56,13,12,17,8,83,22304,-7.564553113051642,110.82461777538018
2026,Normal,Laweyan,Purwosari,8401,11282,77.03,7176157,44,28,34,10,31,7,10,18,2,91,44420,-7.5646594475416125,110.79956641052615
2026,Normal,Laweyan,Bumi,18501,11968,68.85,5194537,116,25,52,6,30,11,8,4,5,54,8856,-7.569120475009615,110.82523466583316
2026,Normal,Laweyan,Panularan,11025,7022,77.34,5931375,180,32,126,42,22,17,5,15,7,82,21121,-7.565212087696301,110.82882477489768
2026,Normal,Pasar Kliwon,Pasar Kliwon,23464,5392,77.38,5631675,69,47,135,23,22,8,8,9,1,78,20641,-7.564227413001028,110.8198206910161
2026,Normal,Pasar Kliwon,Gajahan,11885,18485,69.26,6760032,45,48,169,34,18,21,3,15,7,89,42905,-7.564753368906839,110.82064867149663
2026,Normal,Pasar Kliwon,Mojo,23303,5524,66.05,6884594,28,88,81,1,29,12,2,18,2,84,19562,-7.555487519656111,110.85801161763288
2026,Normal,Pasar Kliwon,Joyosuran,16823,15077,67.18,6774665,166,76,239,38,9,2,11,3,5,50,16450,-7.589606055015499,110.82928269411318
2026,Normal,Pasar Kliwon,Semanggi,9195,9643,61.57,4810159,149,46,202,15,52,23,3,3,7,95,1028,-7.591992497069358,110.84043980359874
2026,Normal,Pasar Kliwon,Sangkrah,21020,14894,68.22,3867377,61,52,237,9,53,18,2,1,6,80,2906,-7.577661527444253,110.84070861973677
2026,Normal,Pasar Kliwon,Kedung Lumbu,13142,16031,72.33,4274183,84,62,96,25,22,8,6,0,5,76,41297,-7.566457775590278,110.82261983338852
2026,Normal,Pasar Kliwon,Baluwarti,27409,7071,60.74,4678421,47,54,46,39,7,11,7,11,2,95,20157,-7.570352909613109,110.82005354193853
2026,Normal,Pasar Kliwon,Kauman,7697,14308,65.78,6092707,30,78,128,26,35,0,7,13,5,77,9123,-7.56793998352267,110.82399566221176
2026,Normal,Pasar Kliwon,Kampung Baru,14015,17654,65.16,6792117,124,36,31,38,25,4,4,12,5,78,30715,-7.571168893214156,110.81950712018045
